date,cases_sevendayaveraged
2024-08-18,319.2857
2024-08-19,291.42856
2024-08-20,291.42856
2024-08-21,291.42856
2024-08-22,291.42856
2024-08-23,291.42856
2024-08-24,291.42856
2024-08-25,291.42856
2024-08-26,320
2024-08-27,320
2024-08-28,320
2024-08-29,320
2024-08-30,320
2024-08-31,320
2024-09-01,320
2024-09-02,330.2857
2024-09-03,330.2857
2024-09-04,330.2857
2024-09-05,330.2857
2024-09-06,330.2857
2024-09-07,330.2857
2024-09-08,330.2857
2024-09-09,344.85715
2024-09-10,344.85715
2024-09-11,344.85715
2024-09-12,344.85715
2024-09-13,344.85715
2024-09-14,344.85715
2024-09-15,344.85715
2024-09-16,483.7143
2024-09-17,483.7143
2024-09-18,483.7143
2024-09-19,483.7143
2024-09-20,483.7143
2024-09-21,483.7143
2024-09-22,483.7143
2024-09-23,492.85715
2024-09-24,492.85715
2024-09-25,492.85715
2024-09-26,492.85715
2024-09-27,492.85715
2024-09-28,492.85715
2024-09-29,492.85715
2024-09-30,551.8571
2024-10-01,551.8571
2024-10-02,551.8571
2024-10-03,551.8571
2024-10-04,551.8571
2024-10-05,551.8571
2024-10-06,551.8571
2024-10-07,572.1429
2024-10-08,572.1429
2024-10-09,572.1429
2024-10-10,572.1429
2024-10-11,572.1429
2024-10-12,572.1429
2024-10-13,572.1429
2024-10-14,550.4286
2024-10-15,550.4286
2024-10-16,550.4286
2024-10-17,550.4286
2024-10-18,550.4286
2024-10-19,550.4286
2024-10-20,550.4286
2024-10-21,424.42856
2024-10-22,424.42856
2024-10-23,424.42856
2024-10-24,424.42856
2024-10-25,424.42856
2024-10-26,424.42856
2024-10-27,424.42856
2024-10-28,303.42856
2024-10-29,303.42856
2024-10-30,303.42856
2024-10-31,303.42856
2024-11-01,303.42856
2024-11-02,303.42856
2024-11-03,303.42856
2024-11-04,248.14285
2024-11-05,248.14285
2024-11-06,248.14285
2024-11-07,248.14285
2024-11-08,248.14285
2024-11-09,248.14285
2024-11-10,248.14285
2024-11-11,192.28572
2024-11-12,192.28572
2024-11-13,192.28572
2024-11-14,192.28572
2024-11-15,192.28572
2024-11-16,192.28572
2024-11-17,192.28572
2024-11-18,197.71428
2024-11-19,197.71428
2024-11-20,197.71428
2024-11-21,197.71428
2024-11-22,197.71428
2024-11-23,197.71428
2024-11-24,197.71428
2024-11-25,194.42857
2024-11-26,194.42857
2024-11-27,194.42857
2024-11-28,194.42857
2024-11-29,194.42857
2024-11-30,194.42857
2024-12-01,194.42857
2024-12-02,195.71428
2024-12-03,195.71428
2024-12-04,195.71428
2024-12-05,195.71428
2024-12-06,195.71428
2024-12-07,195.71428
2024-12-08,195.71428
2024-12-09,182.71428
2024-12-10,182.71428
2024-12-11,182.71428
2024-12-12,182.71428
2024-12-13,182.71428
2024-12-14,182.71428
2024-12-15,182.71428
2024-12-16,0
2024-12-17,0
2024-12-18,0
2024-12-19,0
2024-12-20,0
2024-12-21,0
2024-12-22,0
